study_accession,sample_accession,sample_name,run_accession,read_count,fastq_ftp
PRJEB4336,SAMEA2148024,MH0046,ERR321165,6052183,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321165/ERR321165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321165/ERR321165_2.fastq.gz
PRJEB4336,SAMEA2148024,MH0046,ERR321166,11844870,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321166/ERR321166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321166/ERR321166_2.fastq.gz
PRJEB4336,SAMEA2152315,MH0047,ERR321167,10769772,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321167/ERR321167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321167/ERR321167_2.fastq.gz
PRJEB4336,SAMEA2152315,MH0047,ERR321168,2694802,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321168/ERR321168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321168/ERR321168_2.fastq.gz
PRJEB4336,SAMEA2155432,MH0048,ERR321169,10563584,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321169/ERR321169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321169/ERR321169_2.fastq.gz
PRJEB4336,SAMEA2155432,MH0048,ERR321170,2920218,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321170/ERR321170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321170/ERR321170_2.fastq.gz
PRJEB4336,SAMEA2157043,MH0049,ERR321171,10935278,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321171/ERR321171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321171/ERR321171_2.fastq.gz
PRJEB4336,SAMEA2157043,MH0049,ERR321172,4391268,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321172/ERR321172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321172/ERR321172_2.fastq.gz
PRJEB4336,SAMEA2149568,MH0050,ERR321173,11556341,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321173/ERR321173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321173/ERR321173_2.fastq.gz
PRJEB4336,SAMEA2149568,MH0050,ERR321174,12338464,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321174/ERR321174_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321174/ERR321174_2.fastq.gz
PRJEB4336,SAMEA2143176,MH0051,ERR321175,10151349,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321175/ERR321175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321175/ERR321175_2.fastq.gz
PRJEB4336,SAMEA2143176,MH0051,ERR321176,2825973,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321176/ERR321176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321176/ERR321176_2.fastq.gz
PRJEB4336,SAMEA2146472,MH0052,ERR321177,10592713,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321177/ERR321177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321177/ERR321177_2.fastq.gz
PRJEB4336,SAMEA2146472,MH0052,ERR321178,3693580,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321178/ERR321178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321178/ERR321178_2.fastq.gz
PRJEB4336,SAMEA2155953,MH0053,ERR321179,8624377,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321179/ERR321179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321179/ERR321179_2.fastq.gz
PRJEB4336,SAMEA2155953,MH0053,ERR321180,13016035,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321180/ERR321180_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321180/ERR321180_2.fastq.gz
PRJEB4336,SAMEA2146778,MH0054,ERR321181,8493115,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321181/ERR321181_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321181/ERR321181_2.fastq.gz
PRJEB4336,SAMEA2146778,MH0054,ERR321182,12636094,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321182/ERR321182_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321182/ERR321182_2.fastq.gz
PRJEB4336,SAMEA2148733,MH0055,ERR321183,10018598,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321183/ERR321183_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321183/ERR321183_2.fastq.gz
PRJEB4336,SAMEA2148733,MH0055,ERR321184,13535415,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321184/ERR321184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321184/ERR321184_2.fastq.gz
PRJEB4336,SAMEA2150283,MH0056,ERR321185,11324515,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321185/ERR321185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321185/ERR321185_2.fastq.gz
PRJEB4336,SAMEA2150283,MH0056,ERR321186,13242905,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321186/ERR321186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321186/ERR321186_2.fastq.gz
PRJEB4336,SAMEA2150839,MH0057,ERR321187,8046008,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321187/ERR321187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321187/ERR321187_2.fastq.gz
PRJEB4336,SAMEA2150839,MH0057,ERR321188,13477358,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321188/ERR321188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321188/ERR321188_2.fastq.gz
PRJEB4336,SAMEA2152254,MH0058,ERR321189,11595122,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321189/ERR321189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321189/ERR321189_2.fastq.gz
PRJEB4336,SAMEA2152254,MH0058,ERR321190,13311136,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321190/ERR321190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321190/ERR321190_2.fastq.gz
PRJEB4336,SAMEA2155215,MH0059,ERR321191,10012573,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321191/ERR321191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321191/ERR321191_2.fastq.gz
PRJEB4336,SAMEA2155215,MH0059,ERR321192,10494611,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321192/ERR321192_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321192/ERR321192_2.fastq.gz
PRJEB4336,SAMEA2161608,MH0060,ERR321193,8422281,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321193/ERR321193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321193/ERR321193_2.fastq.gz
PRJEB4336,SAMEA2161608,MH0060,ERR321194,12132695,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321194/ERR321194_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321194/ERR321194_2.fastq.gz
PRJEB4336,SAMEA2148063,MH0061,ERR321195,11046354,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321195/ERR321195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321195/ERR321195_2.fastq.gz
PRJEB4336,SAMEA2148063,MH0061,ERR321196,11175648,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321196/ERR321196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321196/ERR321196_2.fastq.gz
PRJEB4336,SAMEA2150866,MH0062,ERR321197,9350300,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321197/ERR321197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321197/ERR321197_2.fastq.gz
PRJEB4336,SAMEA2150866,MH0062,ERR321198,8905846,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321198/ERR321198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321198/ERR321198_2.fastq.gz
PRJEB4336,SAMEA2151035,MH0063,ERR321199,11837789,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321199/ERR321199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321199/ERR321199_2.fastq.gz
PRJEB4336,SAMEA2151035,MH0063,ERR321200,11140970,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321200/ERR321200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321200/ERR321200_2.fastq.gz
PRJEB4336,SAMEA2162348,MH0064,ERR321201,11167478,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321201/ERR321201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321201/ERR321201_2.fastq.gz
PRJEB4336,SAMEA2162348,MH0064,ERR321202,11196413,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321202/ERR321202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321202/ERR321202_2.fastq.gz
PRJEB4336,SAMEA2150814,MH0065,ERR321203,11217122,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321203/ERR321203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321203/ERR321203_2.fastq.gz
PRJEB4336,SAMEA2150814,MH0065,ERR321204,11069860,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321204/ERR321204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321204/ERR321204_2.fastq.gz
PRJEB4336,SAMEA2154930,MH0066,ERR321205,10943896,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321205/ERR321205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321205/ERR321205_2.fastq.gz
PRJEB4336,SAMEA2154930,MH0066,ERR321206,7112559,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321206/ERR321206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321206/ERR321206_2.fastq.gz
PRJEB4336,SAMEA2162460,MH0067,ERR321207,11600193,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321207/ERR321207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321207/ERR321207_2.fastq.gz
PRJEB4336,SAMEA2162460,MH0067,ERR321208,10641529,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321208/ERR321208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321208/ERR321208_2.fastq.gz
PRJEB4336,SAMEA2153740,MH0068,ERR321209,11097318,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321209/ERR321209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321209/ERR321209_2.fastq.gz
PRJEB4336,SAMEA2153740,MH0068,ERR321210,10834690,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321210/ERR321210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321210/ERR321210_2.fastq.gz
PRJEB4336,SAMEA2143745,MH0069,ERR321211,10853791,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321211/ERR321211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321211/ERR321211_2.fastq.gz
PRJEB4336,SAMEA2143745,MH0069,ERR321212,11959007,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321212/ERR321212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321212/ERR321212_2.fastq.gz
PRJEB4336,SAMEA2143745,MH0069,ERR321213,12043015,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321213/ERR321213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321213/ERR321213_2.fastq.gz
PRJEB4336,SAMEA2160621,MH0070,ERR321214,11320404,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321214/ERR321214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321214/ERR321214_2.fastq.gz
PRJEB4336,SAMEA2160621,MH0070,ERR321215,12636427,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321215/ERR321215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321215/ERR321215_2.fastq.gz
PRJEB4336,SAMEA2151258,MH0071,ERR321216,11194636,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321216/ERR321216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321216/ERR321216_2.fastq.gz
PRJEB4336,SAMEA2151258,MH0071,ERR321217,11922800,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321217/ERR321217_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321217/ERR321217_2.fastq.gz
PRJEB4336,SAMEA2148905,MH0072,ERR321218,12098158,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321218/ERR321218_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321218/ERR321218_2.fastq.gz
PRJEB4336,SAMEA2148905,MH0072,ERR321219,12539905,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321219/ERR321219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321219/ERR321219_2.fastq.gz
PRJEB4336,SAMEA2144640,MH0073,ERR321220,11027848,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321220/ERR321220_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321220/ERR321220_2.fastq.gz
PRJEB4336,SAMEA2144640,MH0073,ERR321221,12586444,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321221/ERR321221_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321221/ERR321221_2.fastq.gz
PRJEB4336,SAMEA2161216,MH0074,ERR321222,11172112,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321222/ERR321222_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321222/ERR321222_2.fastq.gz
PRJEB4336,SAMEA2161216,MH0074,ERR321223,11842386,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321223/ERR321223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321223/ERR321223_2.fastq.gz
PRJEB4336,SAMEA2159541,MH0075,ERR321224,11673692,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321224/ERR321224_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321224/ERR321224_2.fastq.gz
PRJEB4336,SAMEA2159541,MH0075,ERR321225,11858110,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321225/ERR321225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321225/ERR321225_2.fastq.gz
PRJEB4336,SAMEA2155055,MH0076,ERR321226,11202008,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321226/ERR321226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321226/ERR321226_2.fastq.gz
PRJEB4336,SAMEA2155055,MH0076,ERR321227,4119175,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321227/ERR321227_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321227/ERR321227_2.fastq.gz
PRJEB4336,SAMEA2157853,MH0077,ERR321228,11031485,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321228/ERR321228_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321228/ERR321228_2.fastq.gz
PRJEB4336,SAMEA2157853,MH0077,ERR321229,13793388,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321229/ERR321229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321229/ERR321229_2.fastq.gz
PRJEB4336,SAMEA2158480,MH0078,ERR321230,8559662,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321230/ERR321230_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321230/ERR321230_2.fastq.gz
PRJEB4336,SAMEA2158480,MH0078,ERR321231,4446341,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321231/ERR321231_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321231/ERR321231_2.fastq.gz
PRJEB4336,SAMEA2152664,MH0079,ERR321232,10411670,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321232/ERR321232_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321232/ERR321232_2.fastq.gz
PRJEB4336,SAMEA2152664,MH0079,ERR321233,3295805,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321233/ERR321233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321233/ERR321233_2.fastq.gz
PRJEB4336,SAMEA2153887,MH0080,ERR321234,13038927,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321234/ERR321234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321234/ERR321234_2.fastq.gz
PRJEB4336,SAMEA2153887,MH0080,ERR321235,10253124,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321235/ERR321235_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321235/ERR321235_2.fastq.gz
PRJEB4336,SAMEA2152904,MH0081,ERR321236,10866009,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321236/ERR321236_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321236/ERR321236_2.fastq.gz
PRJEB4336,SAMEA2152904,MH0081,ERR321237,13059070,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321237/ERR321237_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321237/ERR321237_2.fastq.gz
PRJEB4336,SAMEA2149318,MH0082,ERR321238,11380428,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321238/ERR321238_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321238/ERR321238_2.fastq.gz
PRJEB4336,SAMEA2149318,MH0082,ERR321239,12790727,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321239/ERR321239_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321239/ERR321239_2.fastq.gz
PRJEB4336,SAMEA2151468,MH0083,ERR321240,11683722,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321240/ERR321240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321240/ERR321240_2.fastq.gz
PRJEB4336,SAMEA2151468,MH0083,ERR321241,12267365,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321241/ERR321241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321241/ERR321241_2.fastq.gz
PRJEB4336,SAMEA2154726,MH0084,ERR321242,13732684,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321242/ERR321242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321242/ERR321242_2.fastq.gz
PRJEB4336,SAMEA2154726,MH0084,ERR321243,13047840,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321243/ERR321243_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321243/ERR321243_2.fastq.gz
PRJEB4336,SAMEA2149627,MH0085,ERR321244,11429041,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321244/ERR321244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321244/ERR321244_2.fastq.gz
PRJEB4336,SAMEA2149627,MH0085,ERR321245,13287131,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321245/ERR321245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321245/ERR321245_2.fastq.gz
PRJEB4336,SAMEA2163052,MH0086,ERR321246,11216331,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321246/ERR321246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321246/ERR321246_2.fastq.gz
PRJEB4336,SAMEA2163052,MH0086,ERR321247,16498965,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321247/ERR321247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321247/ERR321247_2.fastq.gz
PRJEB4336,SAMEA2147589,MH0087,ERR321248,15824082,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321248/ERR321248_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321248/ERR321248_2.fastq.gz
PRJEB4336,SAMEA2147589,MH0087,ERR321249,5153495,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321249/ERR321249_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321249/ERR321249_2.fastq.gz
PRJEB4336,SAMEA2147589,MH0087,ERR321250,5359230,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321250/ERR321250_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321250/ERR321250_2.fastq.gz
PRJEB4336,SAMEA2147589,MH0087,ERR321251,5266919,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321251/ERR321251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321251/ERR321251_2.fastq.gz
PRJEB4336,SAMEA1964852,MH0088,ERR321252,31957940,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321252/ERR321252_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321252/ERR321252_2.fastq.gz
PRJEB4336,SAMEA1969126,MH0089,ERR321253,17092025,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321253/ERR321253_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321253/ERR321253_2.fastq.gz
PRJEB4336,SAMEA1969126,MH0089,ERR321254,4151432,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321254/ERR321254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321254/ERR321254_2.fastq.gz
PRJEB4336,SAMEA1969126,MH0089,ERR321255,4056311,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321255/ERR321255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321255/ERR321255_2.fastq.gz
PRJEB4336,SAMEA1969126,MH0089,ERR321256,4090879,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321256/ERR321256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321256/ERR321256_2.fastq.gz
PRJEB4336,SAMEA2151677,MH0090,ERR321257,15608417,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321257/ERR321257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321257/ERR321257_2.fastq.gz
PRJEB4336,SAMEA2151677,MH0090,ERR321258,3842620,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321258/ERR321258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321258/ERR321258_2.fastq.gz
PRJEB4336,SAMEA2151677,MH0090,ERR321259,4182961,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321259/ERR321259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321259/ERR321259_2.fastq.gz
PRJEB4336,SAMEA2151677,MH0090,ERR321260,4034438,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321260/ERR321260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321260/ERR321260_2.fastq.gz
PRJEB4336,SAMEA2150876,MH0091,ERR321261,31231455,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321261/ERR321261_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321261/ERR321261_2.fastq.gz
PRJEB4336,SAMEA2159429,MH0092,ERR321262,17582316,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321262/ERR321262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321262/ERR321262_2.fastq.gz
PRJEB4336,SAMEA2159429,MH0092,ERR321263,9776024,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321263/ERR321263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321263/ERR321263_2.fastq.gz
PRJEB4336,SAMEA2159429,MH0092,ERR321264,3865488,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321264/ERR321264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321264/ERR321264_2.fastq.gz
PRJEB4336,SAMEA2159429,MH0092,ERR321265,1506572,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321265/ERR321265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321265/ERR321265_2.fastq.gz
PRJEB4336,SAMEA2159429,MH0092,ERR321266,1514303,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321266/ERR321266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321266/ERR321266_2.fastq.gz
PRJEB4336,SAMEA2159429,MH0092,ERR321267,3774806,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321267/ERR321267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321267/ERR321267_2.fastq.gz
PRJEB4336,SAMEA2159429,MH0092,ERR321268,3904978,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321268/ERR321268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321268/ERR321268_2.fastq.gz
