study_accession,sample_accession,sample_name,run_accession,read_count,fastq_ftp
PRJEB5224,SAMEA2531412,NOF013-IE,ERR504989,18328747,ftp.sra.ebi.ac.uk/vol1/fastq/ERR504/ERR504989/ERR504989.fastq.gz
PRJEB4336,SAMEA2143941,MH0001,ERR321062,11640056,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321062/ERR321062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321062/ERR321062_2.fastq.gz
PRJEB4336,SAMEA2143941,MH0001,ERR321063,10867405,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321063/ERR321063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321063/ERR321063_2.fastq.gz
PRJEB4336,SAMEA2155030,MH0002,ERR321064,4189308,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321064/ERR321064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321064/ERR321064_2.fastq.gz
PRJEB4336,SAMEA2155030,MH0002,ERR321065,11165183,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321065/ERR321065_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321065/ERR321065_2.fastq.gz
PRJEB4336,SAMEA2155030,MH0002,ERR321066,7927536,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321066/ERR321066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321066/ERR321066_2.fastq.gz
PRJEB4336,SAMEA2149557,MH0003,ERR321067,4477312,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321067/ERR321067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321067/ERR321067_2.fastq.gz
PRJEB4336,SAMEA2149557,MH0003,ERR321068,10856019,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321068/ERR321068_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321068/ERR321068_2.fastq.gz
PRJEB4336,SAMEA2149557,MH0003,ERR321069,9857500,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321069/ERR321069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321069/ERR321069_2.fastq.gz
PRJEB4336,SAMEA2158594,MH0004,ERR321070,10807997,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321070/ERR321070_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321070/ERR321070_2.fastq.gz
PRJEB4336,SAMEA2158594,MH0004,ERR321071,9330516,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321071/ERR321071_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321071/ERR321071_2.fastq.gz
PRJEB4336,SAMEA2147193,MH0005,ERR321072,9986235,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321072/ERR321072_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321072/ERR321072_2.fastq.gz
PRJEB4336,SAMEA2147193,MH0005,ERR321073,9714996,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321073/ERR321073_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321073/ERR321073_2.fastq.gz
PRJEB4336,SAMEA1970465,MH0006,ERR321074,9629949,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321074/ERR321074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321074/ERR321074_2.fastq.gz
PRJEB4336,SAMEA1970465,MH0006,ERR321075,9480992,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321075/ERR321075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321075/ERR321075_2.fastq.gz
PRJEB4336,SAMEA1970465,MH0006,ERR321076,14814589,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321076/ERR321076_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321076/ERR321076_2.fastq.gz
PRJEB4336,SAMEA1970465,MH0006,ERR321077,15627318,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321077/ERR321077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321077/ERR321077_2.fastq.gz
PRJEB4336,SAMEA1970465,MH0006,ERR321078,15916662,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321078/ERR321078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321078/ERR321078_2.fastq.gz
PRJEB4336,SAMEA1970465,MH0006,ERR321079,15103477,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321079/ERR321079_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321079/ERR321079_2.fastq.gz
PRJEB4336,SAMEA2148472,MH0007,ERR321080,8992507,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321080/ERR321080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321080/ERR321080_2.fastq.gz
PRJEB4336,SAMEA2148472,MH0007,ERR321081,9483040,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321081/ERR321081_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321081/ERR321081_2.fastq.gz
PRJEB4336,SAMEA1970582,MH0008,ERR321082,9379083,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321082/ERR321082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321082/ERR321082_2.fastq.gz
PRJEB4336,SAMEA1970582,MH0008,ERR321083,9698045,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321083/ERR321083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321083/ERR321083_2.fastq.gz
PRJEB4336,SAMEA2144299,MH0009,ERR321084,4876142,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321084/ERR321084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321084/ERR321084_2.fastq.gz
PRJEB4336,SAMEA2144299,MH0009,ERR321085,11283995,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321085/ERR321085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321085/ERR321085_2.fastq.gz
PRJEB4336,SAMEA2144299,MH0009,ERR321086,13062929,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321086/ERR321086_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321086/ERR321086_2.fastq.gz
PRJEB4336,SAMEA2144302,MH0010,ERR321087,9217439,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321087/ERR321087_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321087/ERR321087_2.fastq.gz
PRJEB4336,SAMEA2144302,MH0010,ERR321088,10366076,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321088/ERR321088_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321088/ERR321088_2.fastq.gz
PRJEB4336,SAMEA2159553,MH0011,ERR321089,4956118,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321089/ERR321089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321089/ERR321089_2.fastq.gz
PRJEB4336,SAMEA2159553,MH0011,ERR321090,11088635,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321090/ERR321090_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321090/ERR321090_2.fastq.gz
PRJEB4336,SAMEA2159553,MH0011,ERR321091,13201615,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321091/ERR321091_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321091/ERR321091_2.fastq.gz
PRJEB4336,SAMEA2161876,MH0012,ERR321092,5074119,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321092/ERR321092_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321092/ERR321092_2.fastq.gz
PRJEB4336,SAMEA2161876,MH0012,ERR321093,10687883,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321093/ERR321093_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321093/ERR321093_2.fastq.gz
PRJEB4336,SAMEA2161876,MH0012,ERR321094,13150141,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321094/ERR321094_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321094/ERR321094_2.fastq.gz
PRJEB4336,SAMEA2161876,MH0012,ERR321095,15824363,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321095/ERR321095_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321095/ERR321095_2.fastq.gz
PRJEB4336,SAMEA2161876,MH0012,ERR321096,16560727,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321096/ERR321096_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321096/ERR321096_2.fastq.gz
PRJEB4336,SAMEA2161876,MH0012,ERR321097,15771599,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321097/ERR321097_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321097/ERR321097_2.fastq.gz
PRJEB4336,SAMEA2161876,MH0012,ERR321098,15956567,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321098/ERR321098_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321098/ERR321098_2.fastq.gz
PRJEB4336,SAMEA2152467,MH0013,ERR321099,9976250,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321099/ERR321099_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321099/ERR321099_2.fastq.gz
PRJEB4336,SAMEA2152467,MH0013,ERR321100,10025992,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321100/ERR321100_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321100/ERR321100_2.fastq.gz
PRJEB4336,SAMEA1970897,MH0014,ERR321101,4778196,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321101/ERR321101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321101/ERR321101_2.fastq.gz
PRJEB4336,SAMEA1970897,MH0014,ERR321102,10029059,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321102/ERR321102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321102/ERR321102_2.fastq.gz
PRJEB4336,SAMEA1970897,MH0014,ERR321103,13340573,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321103/ERR321103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321103/ERR321103_2.fastq.gz
PRJEB4336,SAMEA2151054,MH0015,ERR321104,7919622,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321104/ERR321104_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321104/ERR321104_2.fastq.gz
PRJEB4336,SAMEA2151054,MH0015,ERR321105,8586803,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321105/ERR321105_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321105/ERR321105_2.fastq.gz
PRJEB4336,SAMEA2149603,MH0016,ERR321106,4840022,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321106/ERR321106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321106/ERR321106_2.fastq.gz
PRJEB4336,SAMEA2149603,MH0016,ERR321107,9033892,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321107/ERR321107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321107/ERR321107_2.fastq.gz
PRJEB4336,SAMEA2149603,MH0016,ERR321108,13321829,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321108/ERR321108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321108/ERR321108_2.fastq.gz
PRJEB4336,SAMEA2157270,MH0017,ERR321109,8569999,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321109/ERR321109_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321109/ERR321109_2.fastq.gz
PRJEB4336,SAMEA2157270,MH0017,ERR321110,9506335,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321110/ERR321110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321110/ERR321110_2.fastq.gz
PRJEB4336,SAMEA2161087,MH0018,ERR321111,7982074,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321111/ERR321111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321111/ERR321111_2.fastq.gz
PRJEB4336,SAMEA2161087,MH0018,ERR321112,10306709,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321112/ERR321112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321112/ERR321112_2.fastq.gz
PRJEB4336,SAMEA2161917,MH0019,ERR321113,8426301,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321113/ERR321113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321113/ERR321113_2.fastq.gz
PRJEB4336,SAMEA2161917,MH0019,ERR321114,11000692,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321114/ERR321114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321114/ERR321114_2.fastq.gz
PRJEB4336,SAMEA1964270,MH0020,ERR321115,10094227,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321115/ERR321115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321115/ERR321115_2.fastq.gz
PRJEB4336,SAMEA1964270,MH0020,ERR321116,12803061,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321116/ERR321116_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321116/ERR321116_2.fastq.gz
PRJEB4336,SAMEA2162138,MH0021,ERR321117,8958733,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321117/ERR321117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321117/ERR321117_2.fastq.gz
PRJEB4336,SAMEA2162138,MH0021,ERR321118,4168325,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321118/ERR321118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321118/ERR321118_2.fastq.gz
PRJEB4336,SAMEA2150310,MH0022,ERR321119,8315572,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321119/ERR321119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321119/ERR321119_2.fastq.gz
PRJEB4336,SAMEA2150310,MH0022,ERR321120,10238632,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321120/ERR321120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321120/ERR321120_2.fastq.gz
PRJEB4336,SAMEA2145251,MH0023,ERR321121,8974083,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321121/ERR321121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321121/ERR321121_2.fastq.gz
PRJEB4336,SAMEA2145251,MH0023,ERR321122,9916363,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321122/ERR321122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321122/ERR321122_2.fastq.gz
PRJEB4336,SAMEA2162297,MH0024,ERR321123,10710932,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321123/ERR321123_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321123/ERR321123_2.fastq.gz
PRJEB4336,SAMEA2162297,MH0024,ERR321124,16742504,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321124/ERR321124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321124/ERR321124_2.fastq.gz
PRJEB4336,SAMEA2148374,MH0025,ERR321125,11437582,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321125/ERR321125_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321125/ERR321125_2.fastq.gz
PRJEB4336,SAMEA2148374,MH0025,ERR321126,16361297,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321126/ERR321126_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321126/ERR321126_2.fastq.gz
PRJEB4336,SAMEA2161309,MH0026,ERR321127,10893200,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321127/ERR321127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321127/ERR321127_2.fastq.gz
PRJEB4336,SAMEA2161309,MH0026,ERR321128,7847511,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321128/ERR321128_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321128/ERR321128_2.fastq.gz
PRJEB4336,SAMEA2150994,MH0027,ERR321129,7399441,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321129/ERR321129_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321129/ERR321129_2.fastq.gz
PRJEB4336,SAMEA2150994,MH0027,ERR321130,8788241,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321130/ERR321130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321130/ERR321130_2.fastq.gz
PRJEB4336,SAMEA2155745,MH0028,ERR321131,10317483,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321131/ERR321131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321131/ERR321131_2.fastq.gz
PRJEB4336,SAMEA2155745,MH0028,ERR321132,17256242,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321132/ERR321132_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321132/ERR321132_2.fastq.gz
PRJEB4336,SAMEA2153837,MH0030,ERR321133,10126724,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321133/ERR321133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321133/ERR321133_2.fastq.gz
PRJEB4336,SAMEA2153837,MH0030,ERR321134,15672721,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321134/ERR321134_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321134/ERR321134_2.fastq.gz
PRJEB4336,SAMEA2150187,MH0031,ERR321135,10768394,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321135/ERR321135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321135/ERR321135_2.fastq.gz
PRJEB4336,SAMEA2150187,MH0031,ERR321136,16987719,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321136/ERR321136_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321136/ERR321136_2.fastq.gz
PRJEB4336,SAMEA2163271,MH0032,ERR321137,9133455,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321137/ERR321137_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321137/ERR321137_2.fastq.gz
PRJEB4336,SAMEA2163271,MH0032,ERR321138,15913587,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321138/ERR321138_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321138/ERR321138_2.fastq.gz
PRJEB4336,SAMEA2146321,MH0033,ERR321139,9129898,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321139/ERR321139_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321139/ERR321139_2.fastq.gz
PRJEB4336,SAMEA2146321,MH0033,ERR321140,13366786,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321140/ERR321140_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321140/ERR321140_2.fastq.gz
PRJEB4336,SAMEA2154082,MH0034,ERR321141,4806843,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321141/ERR321141_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321141/ERR321141_2.fastq.gz
PRJEB4336,SAMEA2154082,MH0034,ERR321142,13893002,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321142/ERR321142_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321142/ERR321142_2.fastq.gz
PRJEB4336,SAMEA2162530,MH0035,ERR321143,10922014,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321143/ERR321143_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321143/ERR321143_2.fastq.gz
PRJEB4336,SAMEA2162530,MH0035,ERR321144,13705983,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321144/ERR321144_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321144/ERR321144_2.fastq.gz
PRJEB4336,SAMEA2155132,MH0036,ERR321145,10483020,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321145/ERR321145_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321145/ERR321145_2.fastq.gz
PRJEB4336,SAMEA2155132,MH0036,ERR321146,13367401,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321146/ERR321146_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321146/ERR321146_2.fastq.gz
PRJEB4336,SAMEA2143295,MH0037,ERR321147,8643128,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321147/ERR321147_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321147/ERR321147_2.fastq.gz
PRJEB4336,SAMEA2143295,MH0037,ERR321148,12372278,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321148/ERR321148_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321148/ERR321148_2.fastq.gz
PRJEB4336,SAMEA2142583,MH0038,ERR321149,9567382,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321149/ERR321149_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321149/ERR321149_2.fastq.gz
PRJEB4336,SAMEA2142583,MH0038,ERR321150,13162165,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321150/ERR321150_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321150/ERR321150_2.fastq.gz
PRJEB4336,SAMEA2156186,MH0039,ERR321151,8838893,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321151/ERR321151_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321151/ERR321151_2.fastq.gz
PRJEB4336,SAMEA2156186,MH0039,ERR321152,12518664,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321152/ERR321152_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321152/ERR321152_2.fastq.gz
PRJEB4336,SAMEA2152602,MH0040,ERR321153,8679313,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321153/ERR321153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321153/ERR321153_2.fastq.gz
PRJEB4336,SAMEA2152602,MH0040,ERR321154,13444486,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321154/ERR321154_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321154/ERR321154_2.fastq.gz
PRJEB4336,SAMEA2149030,MH0041,ERR321155,9032917,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321155/ERR321155_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321155/ERR321155_2.fastq.gz
PRJEB4336,SAMEA2149030,MH0041,ERR321156,13151792,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321156/ERR321156_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321156/ERR321156_2.fastq.gz
PRJEB4336,SAMEA2152768,MH0042,ERR321157,8802750,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321157/ERR321157_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321157/ERR321157_2.fastq.gz
PRJEB4336,SAMEA2152768,MH0042,ERR321158,12900414,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321158/ERR321158_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321158/ERR321158_2.fastq.gz
PRJEB4336,SAMEA2147983,MH0043,ERR321159,11610294,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321159/ERR321159_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321159/ERR321159_2.fastq.gz
PRJEB4336,SAMEA2147983,MH0043,ERR321160,13058081,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321160/ERR321160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321160/ERR321160_2.fastq.gz
PRJEB4336,SAMEA2148558,MH0044,ERR321161,9171391,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321161/ERR321161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321161/ERR321161_2.fastq.gz
PRJEB4336,SAMEA2148558,MH0044,ERR321162,13259545,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321162/ERR321162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321162/ERR321162_2.fastq.gz
PRJEB4336,SAMEA1972002,MH0045,ERR321163,11544188,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321163/ERR321163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321163/ERR321163_2.fastq.gz
PRJEB4336,SAMEA1972002,MH0045,ERR321164,13170508,ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321164/ERR321164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321164/ERR321164_2.fastq.gz
